UserID,Latitude,Longitude,Skill_Level,Preferred_Group_Size,Big Data,Data Analysis,Machine Learning,Python,SQL,Statistics,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
dac3a68f-50fe-4e11-ab78-02705ac1f526,-14.142758,-114.949679,Advanced,Small,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1
994ee50f-c326-44f5-96b6-2646d75e642c,64.052342,-138.961684,Intermediate,Small,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
823e3363-33b1-49ca-82ba-842ba273e2be,29.2268895,15.999783,Beginner,Medium,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1
70778d81-f192-477a-89b6-f1f4565c4a83,42.504410,25.869694,Beginner,Medium,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1
2d8ea927-47cc-48d2-a8ad-2698b1a4a3cf,-19.056117,-138.255727,Beginner,Large,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
582bba4c-9d75-486e-9530-6562d1626d25,-73.981015,-172.029443,Advanced,Large,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0
dc16682d-3da3-4fa7-8552-b63ab44cb7d2,73.177032,-172.646878,Beginner,Small,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1
5432af73-a4b8-4de8-a1c7-07167623d6bd,60.8594205,-37.114583,Advanced,Medium,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0
29445461-b391-425c-8c07-7cbf5d0a5ec0,71.9314865,13.114922,Advanced,Small,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
5c11a5ef-5a47-4cdb-993b-0441c43a97ee,16.768445,171.064634,Intermediate,Medium,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
10874413-a2d8-439a-8b47-19863d66c102,25.9816045,162.267613,Advanced,Medium,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
ba143c5c-b657-4056-8fda-066556d5fe63,28.858717,97.231505,Intermediate,Medium,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
b5a7cde7-85ea-47b9-a7fd-4253327b0e8b,-81.4951825,142.891180,Intermediate,Small,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
2e7d84e4-ded8-436c-a10b-a58f3d3a979a,89.113536,34.926731,Intermediate,Medium,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0
f03b32c0-fb8a-4147-98b9-c488e20644d9,6.055196,119.973437,Intermediate,Medium,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
bd7ce147-f3be-4fa6-8f21-77d13d5419c2,54.829926,-119.679542,Advanced,Medium,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
fcca40fb-8181-4fa0-910c-fa9d79ecd8a4,-53.468948,-28.982756,Intermediate,Medium,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1
c3f9abc2-e690-43b3-88c3-8ffa57fd5ec2,-52.185195,-153.561184,Beginner,Small,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1
5b8ee67a-e01a-4107-b3bb-bace0a102730,-76.792261,143.791884,Advanced,Large,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1
87fa0c32-82ef-4eeb-881d-57c4dc0e453c,16.5633555,117.902899,Beginner,Small,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1
c15085ea-c99a-44e9-af91-6c8fa8f3d59d,20.7175945,54.716363,Advanced,Medium,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
ebafcc54-af36-42cc-bbc6-3ba174b82a38,-75.7338095,163.394656,Intermediate,Small,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
1f96dc32-9dff-494d-8213-54bcb143c406,6.183372,35.581350,Advanced,Medium,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
7d273f9d-bdcb-47e1-b614-c112f5280ff7,34.547119,145.701811,Advanced,Medium,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
d2552ba6-7a07-40dd-b9d7-8a2dc9258977,-81.783992,49.004561,Intermediate,Large,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
d12cddef-a41f-430c-93ea-06cb9511958a,71.404447,-137.948943,Advanced,Small,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0
0be21a70-9457-4ddc-a6e1-b3662e14042b,29.541065,-99.707715,Intermediate,Medium,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
02df3e45-a99a-4669-8612-7d15dd40ae58,69.999606,-13.749157,Intermediate,Medium,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0
3b20e41d-d0d0-4a5a-bb8a-4a2a4b0dd230,41.9353355,0.870252,Beginner,Medium,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
fdd74fab-d45a-4756-bb28-e36037657ed6,-15.3591655,-148.802026,Beginner,Small,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
550cc8c9-e033-48f2-add5-38f74213a248,-22.1646455,-78.363773,Beginner,Large,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ad4d826a-748e-48c7-a060-33a5c58f1f82,-44.080271,90.395337,Intermediate,Medium,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
8404f061-5766-41c3-93f4-e537eace3337,47.7011375,37.924952,Beginner,Large,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0
043d8998-5791-4851-8055-a76ca8c0068a,-10.1690195,120.801303,Intermediate,Large,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0
e5ef7b8b-7e3b-45ca-9028-b1177a947522,-36.8951315,-131.283326,Advanced,Medium,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0
d755173b-ae51-458b-bfda-87330dcf0333,-81.810777,-71.191408,Beginner,Medium,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ebd5f58c-3908-4a97-994c-e3f008df2087,-48.9557765,27.611177,Advanced,Small,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
59e6ce35-8935-4218-b776-b906bae66aec,61.7310975,50.951458,Intermediate,Small,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
f6331da9-842c-4995-81f6-284a48e0fdc2,-70.910522,125.284140,Beginner,Small,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0
0988ed98-a3b3-4b15-b277-630665547915,70.735228,124.799014,Beginner,Small,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
753d0840-d9fc-4210-9d8f-63bc61540bba,28.0798325,-119.315230,Beginner,Medium,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
47606ce8-7dfc-4f48-9da9-0b7fc10aca52,-63.370089,80.172113,Advanced,Large,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
1cd91238-6cfc-42ee-89aa-f2ece4a90443,-81.2649415,-83.376636,Intermediate,Medium,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1
2bea32d4-21a8-4067-9a7d-3222587b53fd,30.0532025,66.509952,Advanced,Medium,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
2ae51214-4483-4715-8900-0f13ee5abb4f,74.776547,10.052036,Advanced,Large,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
6a2ab411-a439-4767-9d36-21ac9a9b92ee,30.530827,-131.205834,Advanced,Medium,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
66239298-4abe-4edd-a96f-1962dd4ceeed,-31.2730335,84.825568,Beginner,Small,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1
9083a74e-a4b1-42f3-8822-f435ed7b9179,2.943456,-108.132245,Advanced,Medium,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1
69d3e889-263a-4d16-bf11-0eaac297eec1,12.483679,-165.674498,Beginner,Small,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
2ae4af00-f05a-4684-83f5-2d1cfd615ea6,78.7050165,-96.231717,Intermediate,Medium,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0
195f90ae-6eb8-4e91-ad83-f8090a713818,55.303155,99.118899,Advanced,Medium,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
9edce7ac-0b01-41b9-bb36-c880183f9cac,-64.440420,-166.224706,Advanced,Large,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
dacec73e-a3d4-42c5-92a0-07754e63eaa9,-10.1587255,110.467271,Beginner,Large,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
c3aa1d74-b37e-4c95-945a-63bdb17f239a,73.358196,130.986866,Intermediate,Large,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
c8883028-5e52-4ff5-848c-d80ca1c56795,71.804402,-33.361836,Beginner,Medium,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
b00da4c8-6939-4974-ad98-262abba1aa65,-32.3897985,59.043845,Beginner,Medium,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
f0b65f98-d085-48f7-a37b-70889830f7ca,66.1791305,89.345727,Advanced,Small,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
4fefd3e6-72aa-4db9-ae81-a0a3f84899b5,-6.144653,99.519988,Beginner,Small,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0
29e0fbd4-397d-4053-b847-2ed29eed7ac5,-28.9610215,-86.173009,Beginner,Medium,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
0d2be65c-833c-41c8-89bb-66e3e61419e8,-27.357139,-100.815041,Advanced,Small,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
193a29b6-d81b-4dea-9dc1-ac65dc8fe3ab,-71.3383305,134.333874,Beginner,Large,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
30b68861-c66f-4336-b666-28c33f7fe227,-20.548276,43.981806,Beginner,Large,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1
fe1abaa0-fad9-4bac-80d1-693901609a9b,53.751230,-92.796024,Beginner,Small,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
dae9c275-7222-4f13-93e7-9734f464aa75,-28.364116,60.229537,Intermediate,Medium,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1
43b19cf2-83c9-46ff-83b3-feeaf243f285,-60.0997565,-101.530393,Advanced,Medium,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1
4ff8ab3d-25e1-4d75-b08f-c38722815c8d,-73.8138785,-83.847779,Intermediate,Small,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1
2e1a5486-24cb-44b1-91e9-3303fc8af50a,-55.054413,-82.492972,Beginner,Medium,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0
35d25143-7716-46e6-98ec-d451cabadda1,83.2075885,-128.120640,Beginner,Large,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
075ed3d3-432f-4b2e-9130-0dceeb59842c,-55.200749,165.752198,Beginner,Large,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0
b0018790-cc18-4839-9d19-fdfe0409e751,44.243883,-37.892173,Advanced,Small,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0
e3ddb548-aae8-4b65-ae95-eed9bf9dd954,21.797323,-154.518084,Intermediate,Small,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
9b2d0b93-73f7-4a37-8458-84bad13ecf7d,52.2921375,15.560029,Advanced,Large,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1
47e15b7c-748c-4600-b391-287ae57ed639,-55.8708255,-159.523313,Advanced,Small,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0
7118d3bb-9a72-436d-bfc5-5688c35b1bc8,83.2862985,54.766434,Intermediate,Small,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
4b00fc7f-d456-409f-8533-d69fb3b61cfa,-19.7459185,21.976797,Advanced,Small,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0
39fbfdd3-3608-481f-bec0-a1a123aae963,-67.664787,149.906032,Advanced,Medium,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0
8dfe76e8-f06a-40a4-938c-3cb413420ffd,-49.9761595,144.989423,Beginner,Large,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
ba1907fb-14a0-4b82-b189-1cb304b946c0,44.661555,133.801207,Intermediate,Large,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0
997cd4ba-c252-451f-8ca6-6650612ca776,1.2801605,56.212380,Beginner,Large,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
d9a6a48e-edf8-45c7-95a8-ae4e56d952b2,-50.602345,2.221024,Advanced,Large,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
91790735-6840-4a73-bbfd-06d31e6fc6a2,0.846497,-145.520641,Beginner,Large,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0
c8a21b98-6da8-4cd7-b6f9-6094f8334c61,76.7721085,-166.503324,Advanced,Medium,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
428b2d7c-d625-40a2-a451-fb91eedc8e44,-74.979092,124.104895,Beginner,Small,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1
d9a30e1b-0560-4077-9405-67c2bfb645b0,0.768842,-106.607423,Advanced,Medium,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1
b4eaaa1e-4d7c-4d11-b63c-03a48632d592,17.973711,-55.305481,Advanced,Small,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
ba5c3673-0d3e-455b-9b94-29bde433fe62,-80.522361,82.642358,Beginner,Medium,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
5dfd3c9b-9ca0-45cd-914a-180f36cf1ef3,35.008123,-146.948488,Advanced,Large,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1
e760800c-2d9d-4ea3-982f-01488d3df4e9,86.9125055,-112.726102,Beginner,Small,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0
a7290e88-9e7b-499e-a987-c4e7fcd6dbe4,-82.0409275,8.914831,Intermediate,Small,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0
3f345ea1-28c4-46c5-8ebf-953f02cb0dca,50.4666875,143.214909,Advanced,Large,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
aa2ba242-cb15-4748-a3c5-5460e0585be4,-8.036642,109.324973,Intermediate,Medium,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0
0711f9e2-074d-4ba4-af2d-7140af066d73,-42.8722525,44.186590,Advanced,Large,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
499b69a7-c826-42e6-875d-766e3e7b127a,-43.005070,-0.243118,Intermediate,Large,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1
5a28b0f6-abe7-468c-88b0-00b8cabf9d36,48.4885535,124.707379,Advanced,Small,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1
37bb0c45-c7f8-436f-b8c9-5c3fc421484e,15.512041,-138.153598,Advanced,Large,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
bb3b95bd-1850-4c48-a977-87867ac608ab,-35.725046,-147.575890,Intermediate,Large,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1
ec3ee309-d113-4e92-bf92-cec7acbde3d6,-36.957262,-135.155939,Beginner,Large,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1
0c68fc50-145f-4902-8cb4-c0cfa967552c,-6.059709,172.433412,Intermediate,Large,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
24e51c91-b755-4ac0-b759-212ecb6db4a9,32.2529175,62.043044,Beginner,Large,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0
11529ae1-0832-4a2a-a032-7afb30907835,87.7006845,-131.851145,Intermediate,Small,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
449a8800-441b-43d2-bcb0-88b548a53288,-66.0890385,-14.925845,Beginner,Medium,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
