Unnamed: 0,Latitude,Longitude,Skill_Level,Preferred_Group_Size,Cluster,Study_Group,Topics_of_Interest,Days_Available,Hours_Available,UserID
470.0,1.1304639082565109,-0.523863263814323,0,1,2.0,Group_Statistics,Statistics,"Wednesday,Thursday,Friday,Saturday,Sunday","Hour_1,Hour_2,Hour_4,Hour_7,Hour_8,Hour_10,Hour_11,Hour_17,Hour_19,Hour_22",
38.0,0.7901474262284597,0.0687789225798208,1,1,2.0,Group_Data Analysis,"Big Data,Data Analysis,Statistics","Tuesday,Wednesday,Friday,Saturday","Hour_0,Hour_7,Hour_8,Hour_11,Hour_14,Hour_15,Hour_18",
152.0,1.6319628829538662,-0.3012416137179192,0,0,2.0,Group_Data Analysis,Data Analysis,"Tuesday,Wednesday,Saturday,Sunday","Hour_0,Hour_5,Hour_7,Hour_12,Hour_14,Hour_15,Hour_17,Hour_18,Hour_19,Hour_20",
253.0,1.2750473001165632,-0.623657077714719,1,1,2.0,Group_Statistics,"Machine Learning,Statistics","Tuesday,Wednesday,Friday,Saturday,Sunday","Hour_0,Hour_2,Hour_8,Hour_10,Hour_12,Hour_13,Hour_14,Hour_16,Hour_18,Hour_20,Hour_23",
402.0,1.394499796340306,-1.2335748360423149,0,2,2.0,Group_3,Python,"Monday,Wednesday,Friday,Saturday","Hour_1,Hour_3,Hour_4,Hour_6,Hour_8,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_19,Hour_20,Hour_21,Hour_22",
496.0,1.6931259336482276,-1.0535282092080338,0,2,2.0,Group_Statistics,"Big Data,Statistics","Tuesday,Wednesday,Thursday,Saturday","Hour_0,Hour_1,Hour_2,Hour_4,Hour_6,Hour_8,Hour_10,Hour_11,Hour_14,Hour_16,Hour_17,Hour_19,Hour_20,Hour_21",
410.0,1.4237830946439534,-1.0390612922461164,0,2,2.0,Group_Big Data,Big Data,"Wednesday,Thursday,Friday,Saturday","Hour_0,Hour_1,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_21,Hour_22",
345.0,1.043347276694563,-0.2168849071287796,1,1,2.0,Group_Data Analysis,"Data Analysis,Python,Statistics","Wednesday,Friday,Sunday","Hour_6,Hour_7,Hour_8,Hour_10,Hour_11,Hour_16,Hour_17,Hour_18,Hour_19,Hour_21",
491.0,1.4196475038384848,-0.442082717947623,1,2,2.0,Group_Data Analysis,Data Analysis,"Wednesday,Friday,Saturday,Sunday","Hour_0,Hour_2,Hour_4,Hour_6,Hour_7,Hour_8,Hour_10,Hour_11,Hour_12,Hour_14,Hour_15,Hour_17,Hour_20",
343.0,0.963282956972328,-0.2328475342125948,1,2,2.0,Group_Data Analysis,"Data Analysis,Statistics","Tuesday,Friday,Saturday,Sunday","Hour_0,Hour_5,Hour_6,Hour_10,Hour_11,Hour_13,Hour_15,Hour_17,Hour_19,Hour_20",
836.0,0.2292869807003517,-1.0449275927468729,1,1,50.0,Group_Statistics,"Machine Learning,Python,Statistics","Friday,Sunday","Hour_0,Hour_1,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_11,Hour_14,Hour_17,Hour_18,Hour_19,Hour_22,Hour_23",
655.0,-1.137125862715913,-0.7721008389500459,1,2,50.0,Group_Statistics,"Machine Learning,Python,Statistics","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","Hour_0,Hour_1,Hour_2,Hour_7,Hour_9,Hour_11,Hour_16,Hour_21,Hour_22",
211.0,-0.8957470410015482,-1.1265491191918051,0,1,50.0,Group_Python,"Big Data,Python","Monday,Tuesday","Hour_0,Hour_1,Hour_2,Hour_7,Hour_10,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_21,Hour_22,Hour_23",
895.0,0.9107716935673288,-1.3454036864690964,2,0,50.0,Group_Statistics,"Machine Learning,Python,Statistics","Monday,Tuesday,Friday,Sunday","Hour_0,Hour_1,Hour_3,Hour_5,Hour_8,Hour_14,Hour_16,Hour_17,Hour_19,Hour_21",
6.0,-0.1017173934241339,-1.2705231009517906,1,1,50.0,Group_Statistics,Statistics,"Monday,Tuesday,Friday,Saturday,Sunday","Hour_0,Hour_1,Hour_2,Hour_5,Hour_7,Hour_14,Hour_15,Hour_16,Hour_17,Hour_19,Hour_22",
74.0,-1.206825650024436,-0.9144763975421426,0,1,50.0,Group_Statistics,"Big Data,Python,Statistics","Monday,Tuesday,Sunday","Hour_1,Hour_2,Hour_5,Hour_7,Hour_9,Hour_10,Hour_12,Hour_14,Hour_15,Hour_18,Hour_19,Hour_21,Hour_22",
178.0,-0.4546798890787031,-1.631963137066892,2,1,50.0,Group_Statistics,"Big Data,Statistics","Monday,Tuesday,Friday,Saturday,Sunday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_11,Hour_12,Hour_15,Hour_19,Hour_21",
50.0,0.5189753627099476,-1.0852471538957955,1,1,50.0,Group_Statistics,"Big Data,Machine Learning,Statistics","Monday,Friday,Saturday,Sunday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_7,Hour_12,Hour_13,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20",
927.0,0.2162014318074127,-0.5796689314961243,1,1,50.0,Group_Python,Python,"Monday,Tuesday,Wednesday,Thursday,Sunday","Hour_0,Hour_1,Hour_3,Hour_4,Hour_5,Hour_7,Hour_8,Hour_13,Hour_14,Hour_15,Hour_16,Hour_19,Hour_20,Hour_22,Hour_23",
835.0,0.3947230701368702,-1.169613059241415,0,1,50.0,Group_Python,Python,"Monday,Tuesday,Thursday,Friday,Saturday","Hour_0,Hour_2,Hour_5,Hour_9,Hour_12,Hour_14,Hour_19,Hour_20,Hour_21,Hour_22",
913.0,-0.0768126261371082,-1.451589839153089,2,0,50.0,Group_Statistics,"SQL,Statistics","Tuesday,Wednesday,Friday,Saturday,Sunday","Hour_1,Hour_2,Hour_4,Hour_7,Hour_9,Hour_14,Hour_15,Hour_16,Hour_17,Hour_19",
671.0,0.6903046164460293,-1.49432260476536,1,2,50.0,Group_Statistics,"Big Data,SQL,Statistics","Tuesday,Wednesday,Saturday,Sunday","Hour_0,Hour_1,Hour_3,Hour_7,Hour_8,Hour_9,Hour_10,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_21",
596.0,-1.5581599393641357,-0.9710834516704588,2,1,1.0,Group_SQL,"Data Analysis,Python,SQL","Tuesday,Sunday","Hour_0,Hour_2,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_16,Hour_20,Hour_23",
799.0,-1.290022005912874,-1.6591588285060002,2,1,1.0,Group_Big Data,"Big Data,Data Analysis,Machine Learning","Monday,Friday,Saturday","Hour_2,Hour_3,Hour_5,Hour_8,Hour_9,Hour_15,Hour_18,Hour_20",
82.0,-1.1240594057569129,-1.4713268658122147,0,2,1.0,Group_SQL,"Machine Learning,Python,SQL","Tuesday,Thursday,Saturday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_7,Hour_11,Hour_13,Hour_14,Hour_16,Hour_18,Hour_19,Hour_20,Hour_21,Hour_23",
323.0,-1.4729000008241482,-1.4665719536921422,1,0,1.0,Group_SQL,"Data Analysis,Python,SQL","Monday,Thursday,Saturday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_7,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_19,Hour_20",
290.0,-1.7496852397063691,-0.5302606820782723,2,1,1.0,Group_SQL,SQL,"Tuesday,Wednesday,Friday,Saturday","Hour_0,Hour_1,Hour_3,Hour_6,Hour_7,Hour_8,Hour_12,Hour_14,Hour_16,Hour_18,Hour_19,Hour_20",
334.0,-0.7030359563973919,-0.038363151818722,2,2,1.0,Group_Big Data,"Big Data,Data Analysis,Python","Thursday,Saturday","Hour_1,Hour_2,Hour_3,Hour_5,Hour_7,Hour_10,Hour_12,Hour_16,Hour_19,Hour_20,Hour_22",
417.0,-0.2769735673355931,-1.2539067764333682,0,2,1.0,Group_SQL,"Data Analysis,Machine Learning,SQL","Monday,Tuesday,Thursday,Friday,Sunday","Hour_1,Hour_2,Hour_3,Hour_5,Hour_6,Hour_7,Hour_8,Hour_14,Hour_15,Hour_16,Hour_21,Hour_23",
551.0,0.4220639329658822,-1.5169903571591945,2,1,1.0,Group_SQL,SQL,"Monday,Wednesday,Thursday,Saturday","Hour_0,Hour_1,Hour_2,Hour_6,Hour_7,Hour_8,Hour_11,Hour_14,Hour_16,Hour_17,Hour_20",
116.0,-0.9401392319812296,0.5265534832406559,0,2,1.0,Group_SQL,"Big Data,SQL,Statistics","Monday,Tuesday,Friday,Saturday,Sunday","Hour_0,Hour_2,Hour_3,Hour_5,Hour_6,Hour_8,Hour_11,Hour_13,Hour_20",
262.0,-1.1619734324868594,-0.2237712805883845,2,2,1.0,Group_Data Analysis,"Data Analysis,Python","Tuesday,Saturday","Hour_1,Hour_3,Hour_13,Hour_15,Hour_18,Hour_19,Hour_20",
887.0,-0.737930521849926,-0.1309143468898492,1,0,1.0,Group_SQL,"Big Data,Machine Learning,SQL","Tuesday,Thursday,Saturday","Hour_0,Hour_5,Hour_6,Hour_7,Hour_8,Hour_10,Hour_16,Hour_17,Hour_19,Hour_20,Hour_21",
224.0,-1.23489635120148,-1.6443072153232206,1,1,1.0,Group_Big Data,Big Data,"Monday,Thursday,Friday,Saturday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_11,Hour_14,Hour_16,Hour_21",
766.0,-0.6671934387497949,-1.559904562961896,2,2,1.0,Group_SQL,"SQL,Statistics","Monday,Thursday,Friday,Saturday","Hour_0,Hour_1,Hour_2,Hour_4,Hour_5,Hour_8,Hour_11,Hour_13,Hour_14,Hour_15,Hour_16,Hour_20,Hour_23",
489.0,-0.808543326343691,1.042097866938592,1,1,1.0,Group_SQL,"Big Data,Data Analysis,SQL","Tuesday,Thursday,Friday,Saturday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_5,Hour_6,Hour_9,Hour_19",
600.0,-1.5991531104597017,-1.214681051131889,0,2,1.0,Group_Big Data,Big Data,"Tuesday,Wednesday,Thursday","Hour_2,Hour_3,Hour_5,Hour_6,Hour_13,Hour_15,Hour_17,Hour_19,Hour_21",
474.0,-1.0432631241860488,-0.3262246393461536,1,2,1.0,Group_SQL,SQL,"Tuesday,Thursday,Saturday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_5,Hour_6,Hour_7,Hour_8,Hour_15,Hour_16,Hour_19,Hour_20",
165.0,0.5561155740794995,-0.84201700538734,2,0,12.0,Group_Machine Learning,"Big Data,Machine Learning","Monday,Thursday,Friday,Saturday,Sunday","Hour_1,Hour_2,Hour_3,Hour_5,Hour_6,Hour_7,Hour_10,Hour_12,Hour_13,Hour_14,Hour_15,Hour_17,Hour_22,Hour_23",
916.0,0.411293890223886,-1.26650919763654,1,0,12.0,Group_Machine Learning,Machine Learning,"Tuesday,Saturday,Sunday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_6,Hour_7,Hour_8,Hour_10,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_21",
422.0,0.7324978198075237,-0.6045015507344929,1,0,12.0,Group_Machine Learning,Machine Learning,"Monday,Tuesday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_12,Hour_15,Hour_16,Hour_17,Hour_18,Hour_20,Hour_21,Hour_23",
193.0,1.1578173457319147,-0.6814581746034409,0,0,12.0,Group_Data Analysis,Data Analysis,"Tuesday,Saturday,Sunday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_6,Hour_12,Hour_13,Hour_14,Hour_17,Hour_18,Hour_20,Hour_21,Hour_22,Hour_23",
236.0,0.5003048213183654,-0.7733767583247511,1,0,12.0,Group_Big Data,"Big Data,SQL","Wednesday,Sunday","Hour_1,Hour_2,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_15,Hour_16,Hour_17,Hour_20,Hour_21,Hour_22,Hour_23",
675.0,0.5561539830188686,-1.3883339756925728,0,0,12.0,Group_Machine Learning,"Big Data,Machine Learning,Python","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","Hour_2,Hour_3,Hour_4,Hour_5,Hour_8,Hour_9,Hour_15,Hour_16,Hour_17,Hour_20,Hour_21,Hour_22",
964.0,0.5611824617896343,0.0985029085607329,2,0,12.0,Group_Machine Learning,Machine Learning,"Saturday,Sunday","Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_10,Hour_12,Hour_13,Hour_15,Hour_17,Hour_18,Hour_21,Hour_23",
971.0,0.3587627911704534,-1.6540810765212652,1,0,12.0,Group_Machine Learning,"Big Data,Machine Learning","Tuesday,Thursday,Saturday,Sunday","Hour_1,Hour_2,Hour_3,Hour_4,Hour_6,Hour_11,Hour_15,Hour_16,Hour_17,Hour_18,Hour_21,Hour_22,Hour_23",
830.0,0.2447782306981609,-1.4992659569646665,2,1,12.0,Group_Machine Learning,"Big Data,Data Analysis,Machine Learning","Monday,Tuesday,Friday,Saturday,Sunday","Hour_0,Hour_1,Hour_6,Hour_7,Hour_8,Hour_11,Hour_13,Hour_14,Hour_16,Hour_17,Hour_20,Hour_21,Hour_22",
987.0,0.1994465619543705,-0.8155582610891802,1,0,12.0,Group_Big Data,"Big Data,Data Analysis","Monday,Tuesday,Thursday,Saturday","Hour_1,Hour_3,Hour_6,Hour_10,Hour_11,Hour_12,Hour_13,Hour_16,Hour_17,Hour_18,Hour_21,Hour_22",
839.0,0.0258678263001927,-0.8962603727842121,0,0,12.0,Group_3,"Python,SQL","Monday,Tuesday,Wednesday,Friday,Saturday,Sunday","Hour_1,Hour_3,Hour_4,Hour_6,Hour_7,Hour_9,Hour_10,Hour_11,Hour_13,Hour_16,Hour_17,Hour_18,Hour_20,Hour_21",
674.0,-0.906648437423328,-1.193851024002996,1,0,12.0,Group_Data Analysis,Data Analysis,"Monday,Wednesday,Friday,Saturday,Sunday","Hour_1,Hour_2,Hour_6,Hour_7,Hour_8,Hour_10,Hour_12,Hour_13,Hour_15,Hour_16,Hour_17,Hour_18,Hour_20,Hour_22,Hour_23",
427.0,-0.0970717319038443,-1.0508027463305871,0,0,12.0,Group_3,Python,"Tuesday,Sunday","Hour_0,Hour_2,Hour_3,Hour_4,Hour_6,Hour_7,Hour_9,Hour_10,Hour_12,Hour_13,Hour_14,Hour_16,Hour_17,Hour_21,Hour_22,Hour_23",
454.0,-0.8143950677030378,-0.92684091854643,0,0,12.0,Group_Machine Learning,"Data Analysis,Machine Learning","Monday,Wednesday,Thursday,Saturday","Hour_0,Hour_1,Hour_2,Hour_3,Hour_7,Hour_8,Hour_10,Hour_11,Hour_12,Hour_14,Hour_16,Hour_18,Hour_21",
663.0,-1.2550177719295097,-1.378458352050721,1,0,12.0,Group_Machine Learning,"Machine Learning,SQL","Monday,Tuesday,Thursday,Friday,Saturday,Sunday","Hour_3,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_12,Hour_13,Hour_16,Hour_17,Hour_21,Hour_22",
918.0,1.3072340989507385,1.3771712615448333,0,2,30.0,Group_Data Analysis,Data Analysis,"Monday,Friday","Hour_0,Hour_3,Hour_5,Hour_7,Hour_11,Hour_12,Hour_13,Hour_15,Hour_19,Hour_20,Hour_21",
988.0,0.4050312172490167,1.2071887368398069,0,2,30.0,Group_Big Data,Big Data,"Monday,Tuesday,Friday,Sunday","Hour_0,Hour_1,Hour_3,Hour_5,Hour_7,Hour_14,Hour_15,Hour_18,Hour_20,Hour_21",
